0.000071,0.000072,0.000077,0.000086,0.000100,0.000119,0.000146,0.000183,0.000231,0.000297,0.000385,0.000501,0.000656,0.000861,0.001130,0.001478,0.001921,0.002472,0.003137,0.003903,0.004731,0.005550,0.006262,0.006755,0.006943,0.006794,0.006348,0.005699,0.004959,0.004226,0.003563,0.003000,0.002543,0.002181,0.001900,0.001683,0.001515,0.001384,0.001278,0.001191,0.001116,0.001047,0.000979,0.000907,0.000827,0.000733,0.000618,0.000474,0.000293,0.000068,-0.000208,-0.000534,-0.000901,-0.001285,-0.001647,-0.001941,-0.002124,-0.002170,-0.002083,-0.001891,-0.001635,-0.001357,-0.001091,-0.000853,-0.000655,-0.000494,-0.000369,-0.000273,-0.000201,-0.000147,-0.000107,-0.000078,-0.000056,-0.000041,-0.000030,-0.000021,-0.000015,-0.000011,-0.000008,-0.000006,-0.000004,-0.000003,-0.000002,-0.000002,-0.000001,-0.000001,-0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
0.000150,0.000153,0.000164,0.000183,0.000211,0.000251,0.000306,0.000380,0.000480,0.000612,0.000787,0.001018,0.001318,0.001705,0.002195,0.002802,0.003530,0.004364,0.005260,0.006141,0.006897,0.007410,0.007588,0.007398,0.006888,0.006161,0.005343,0.004538,0.003814,0.003203,0.002709,0.002320,0.002019,0.001788,0.001611,0.001474,0.001366,0.001280,0.001210,0.001150,0.001098,0.001050,0.001003,0.000956,0.000905,0.000847,0.000778,0.000694,0.000589,0.000456,0.000288,0.000076,-0.000185,-0.000495,-0.000845,-0.001214,-0.001565,-0.001855,-0.002039,-0.002093,-0.002018,-0.001839,-0.001596,-0.001330,-0.001071,-0.000840,-0.000646,-0.000489,-0.000365,-0.000271,-0.000199,-0.000146,-0.000106,-0.000077,-0.000056,-0.000041,-0.000030,-0.000021,-0.000015,-0.000011,-0.000008,-0.000006,-0.000004,-0.000003,-0.000002,-0.000002,-0.000001,-0.000001,-0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
0.000315,0.000323,0.000345,0.000383,0.000441,0.000523,0.000634,0.000784,0.000982,0.001243,0.001581,0.002015,0.002561,0.003234,0.004036,0.004948,0.005922,0.006871,0.007675,0.008206,0.008364,0.008120,0.007527,0.006704,0.005790,0.004898,0.004102,0.003434,0.002896,0.002474,0.002149,0.001900,0.001710,0.001563,0.001448,0.001357,0.001284,0.001223,0.001172,0.001127,0.001087,0.001049,0.001014,0.000978,0.000942,0.000902,0.000858,0.000807,0.000744,0.000667,0.000570,0.000446,0.000287,0.000087,-0.000159,-0.000454,-0.000789,-0.001144,-0.001485,-0.001770,-0.001958,-0.002021,-0.001958,-0.001793,-0.001562,-0.001306,-0.001056,-0.000830,-0.000640,-0.000485,-0.000363,-0.000269,-0.000198,-0.000145,-0.000106,-0.000077,-0.000056,-0.000041,-0.000030,-0.000021,-0.000015,-0.000011,-0.000008,-0.000006,-0.000004,-0.000003,-0.000002,-0.000002,-0.000001,-0.000001,-0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
0.000659,0.000673,0.000718,0.000796,0.000913,0.001076,0.001298,0.001591,0.001972,0.002460,0.003072,0.003822,0.004710,0.005713,0.006775,0.007798,0.008651,0.009193,0.009317,0.008996,0.008296,0.007351,0.006317,0.005318,0.004435,0.003698,0.003108,0.002648,0.002295,0.002025,0.001819,0.001660,0.001536,0.001438,0.001359,0.001294,0.001239,0.001192,0.001151,0.001113,0.001079,0.001048,0.001017,0.000988,0.000959,0.000928,0.000896,0.000861,0.000821,0.000774,0.000717,0.000645,0.000554,0.000438,0.000289,0.000101,-0.000132,-0.000412,-0.000732,-0.001073,-0.001406,-0.001688,-0.001879,-0.001952,-0.001902,-0.001751,-0.001533,-0.001287,-0.001044,-0.000823,-0.000636,-0.000483,-0.000362,-0.000269,-0.000199,-0.000146,-0.000107,-0.000078,-0.000056,-0.000041,-0.000030,-0.000022,-0.000016,-0.000011,-0.000008,-0.000006,-0.000004,-0.000003,-0.000002,-0.000002,-0.000001,-0.000001,-0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
0.001363,0.001392,0.001481,0.001636,0.001865,0.002182,0.002604,0.003148,0.003832,0.004668,0.005652,0.006755,0.007912,0.009013,0.009909,0.010447,0.010513,0.010083,0.009238,0.008134,0.006947,0.005816,0.004825,0.004005,0.003353,0.002848,0.002461,0.002166,0.001941,0.001768,0.001634,0.001527,0.001441,0.001370,0.001311,0.001260,0.001215,0.001175,0.001139,0.001105,0.001075,0.001046,0.001018,0.000992,0.000966,0.000940,0.000914,0.000887,0.000858,0.000826,0.000789,0.000746,0.000692,0.000626,0.000541,0.000433,0.000293,0.000116,-0.000104,-0.000369,-0.000674,-0.001003,-0.001327,-0.001606,-0.001802,-0.001885,-0.001850,-0.001713,-0.001508,-0.001272,-0.001036,-0.000820,-0.000635,-0.000483,-0.000363,-0.000270,-0.000200,-0.000147,-0.000107,-0.000078,-0.000057,-0.000041,-0.000030,-0.000022,-0.000016,-0.000011,-0.000008,-0.000006,-0.000004,-0.000003,-0.000002,-0.000002,-0.000001,-0.000001,-0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
0.002785,0.002841,0.003012,0.003305,0.003734,0.004313,0.005057,0.005972,0.007051,0.008254,0.009504,0.010672,0.011592,0.012094,0.012058,0.011465,0.010417,0.009100,0.007714,0.006413,0.005287,0.004365,0.003638,0.003077,0.002651,0.002327,0.002080,0.001891,0.001744,0.001627,0.001533,0.001455,0.001390,0.001333,0.001284,0.001240,0.001201,0.001165,0.001131,0.001100,0.001071,0.001044,0.001018,0.000993,0.000969,0.000945,0.000922,0.000899,0.000875,0.000851,0.000824,0.000794,0.000761,0.000720,0.000671,0.000609,0.000530,0.000429,0.000299,0.000134,-0.000073,-0.000324,-0.000615,-0.000931,-0.001247,-0.001524,-0.001726,-0.001821,-0.001800,-0.001679,-0.001488,-0.001262,-0.001032,-0.000820,-0.000637,-0.000486,-0.000366,-0.000273,-0.000202,-0.000148,-0.000109,-0.000079,-0.000058,-0.000042,-0.000031,-0.000022,-0.000016,-0.000012,-0.000008,-0.000006,-0.000004,-0.000003,-0.000002,-0.000002,-0.000001,-0.000001,-0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
0.005582,0.005683,0.005988,0.006501,0.007229,0.008167,0.009296,0.010561,0.011865,0.013057,0.013948,0.014347,0.014125,0.013277,0.011934,0.010319,0.008664,0.007141,0.005843,0.004793,0.003972,0.003345,0.002870,0.002511,0.002239,0.002031,0.001868,0.001740,0.001636,0.001550,0.001478,0.001415,0.001361,0.001313,0.001269,0.001229,0.001192,0.001158,0.001127,0.001097,0.001069,0.001042,0.001017,0.000992,0.000969,0.000947,0.000925,0.000904,0.000883,0.000862,0.000840,0.000817,0.000793,0.000766,0.000734,0.000697,0.000652,0.000595,0.000522,0.000428,0.000307,0.000153,-0.000041,-0.000277,-0.000553,-0.000857,-0.001164,-0.001441,-0.001649,-0.001757,-0.001753,-0.001649,-0.001472,-0.001256,-0.001033,-0.000824,-0.000642,-0.000491,-0.000371,-0.000277,-0.000205,-0.000151,-0.000111,-0.000081,-0.000059,-0.000043,-0.000031,-0.000023,-0.000016,-0.000012,-0.000009,-0.000006,-0.000005,-0.000003,-0.000002,-0.000002,-0.000001,-0.000001,-0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
0.010827,0.010985,0.011453,0.012213,0.013222,0.014403,0.015628,0.016713,0.017436,0.017580,0.017011,0.015742,0.013947,0.011899,0.009868,0.008045,0.006520,0.005305,0.004368,0.003658,0.003125,0.002724,0.002422,0.002190,0.002010,0.001868,0.001752,0.001657,0.001576,0.001507,0.001447,0.001393,0.001344,0.001300,0.001259,0.001222,0.001187,0.001154,0.001123,0.001094,0.001066,0.001040,0.001015,0.000991,0.000968,0.000947,0.000926,0.000905,0.000885,0.000866,0.000847,0.000827,0.000808,0.000787,0.000764,0.000739,0.000711,0.000676,0.000635,0.000582,0.000515,0.000429,0.000317,0.000174,-0.000006,-0.000228,-0.000489,-0.000779,-0.001079,-0.001354,-0.001569,-0.001692,-0.001707,-0.001622,-0.001460,-0.001255,-0.001039,-0.000833,-0.000652,-0.000501,-0.000379,-0.000284,-0.000211,-0.000155,-0.000114,-0.000083,-0.000061,-0.000044,-0.000032,-0.000023,-0.000017,-0.000012,-0.000009,-0.000006,-0.000005,-0.000003,-0.000002,-0.000002,-0.000001,-0.000001,-0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
0.019825,0.020001,0.020498,0.021225,0.022025,0.022672,0.022902,0.022467,0.021227,0.019228,0.016705,0.013999,0.011425,0.009183,0.007354,0.005925,0.004839,0.004027,0.003422,0.002972,0.002632,0.002373,0.002172,0.002013,0.001884,0.001778,0.001688,0.001610,0.001543,0.001482,0.001428,0.001379,0.001333,0.001292,0.001253,0.001216,0.001182,0.001150,0.001120,0.001091,0.001064,0.001038,0.001013,0.000990,0.000967,0.000946,0.000925,0.000905,0.000886,0.000867,0.000849,0.000831,0.000814,0.000796,0.000778,0.000759,0.000738,0.000715,0.000689,0.000658,0.000619,0.000571,0.000510,0.000431,0.000329,0.000198,0.000031,-0.000175,-0.000420,-0.000697,-0.000987,-0.001262,-0.001485,-0.001624,-0.001660,-0.001596,-0.001453,-0.001261,-0.001051,-0.000848,-0.000667,-0.000515,-0.000391,-0.000293,-0.000218,-0.000161,-0.000118,-0.000087,-0.000063,-0.000046,-0.000034,-0.000024,-0.000018,-0.000013,-0.000009,-0.000007,-0.000005,-0.000004,-0.000003,-0.000002,-0.000001,-0.000001,-0.000001,-0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
0.032843,0.032843,0.032776,0.032455,0.031616,0.030008,0.027513,0.024244,0.020535,0.016815,0.013443,0.010617,0.008378,0.006670,0.005398,0.004459,0.003768,0.003257,0.002875,0.002584,0.002358,0.002179,0.002035,0.001915,0.001814,0.001727,0.001650,0.001583,0.001522,0.001466,0.001416,0.001369,0.001325,0.001285,0.001247,0.001211,0.001178,0.001146,0.001116,0.001088,0.001061,0.001035,0.001011,0.000988,0.000965,0.000944,0.000924,0.000904,0.000885,0.000867,0.000850,0.000833,0.000816,0.000800,0.000783,0.000767,0.000750,0.000733,0.000714,0.000693,0.000669,0.000640,0.000606,0.000562,0.000507,0.000435,0.000343,0.000223,0.000070,-0.000120,-0.000348,-0.000610,-0.000891,-0.001163,-0.001395,-0.001551,-0.001611,-0.001572,-0.001449,-0.001271,-0.001070,-0.000870,-0.000689,-0.000533,-0.000407,-0.000306,-0.000228,-0.000169,-0.000124,-0.000091,-0.000067,-0.000049,-0.000035,-0.000026,-0.000019,-0.000014,-0.000010,-0.000007,-0.000005,-0.000004,-0.000003,-0.000002,-0.000001,-0.000001,-0.000001,-0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
0.045611,0.045017,0.043202,0.040124,0.035869,0.030767,0.025369,0.020254,0.015830,0.012265,0.009531,0.007498,0.006013,0.004936,0.004151,0.003575,0.003146,0.002820,0.002567,0.002367,0.002205,0.002070,0.001956,0.001857,0.001771,0.001695,0.001626,0.001564,0.001507,0.001454,0.001406,0.001361,0.001318,0.001279,0.001242,0.001207,0.001174,0.001143,0.001113,0.001085,0.001058,0.001033,0.001009,0.000986,0.000963,0.000942,0.000922,0.000903,0.000884,0.000866,0.000849,0.000832,0.000816,0.000801,0.000785,0.000770,0.000755,0.000740,0.000725,0.000708,0.000691,0.000672,0.000650,0.000625,0.000593,0.000554,0.000504,0.000440,0.000356,0.000248,0.000109,-0.000065,-0.000277,-0.000523,-0.000792,-0.001061,-0.001300,-0.001474,-0.001558,-0.001544,-0.001444,-0.001283,-0.001092,-0.000896,-0.000714,-0.000556,-0.000426,-0.000322,-0.000241,-0.000178,-0.000132,-0.000097,-0.000071,-0.000052,-0.000038,-0.000027,-0.000020,-0.000015,-0.000011,-0.000008,-0.000006,-0.000004,-0.000003,-0.000002,-0.000002,-0.000001,-0.000001,-0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
0.044711,0.043342,0.039521,0.034027,0.027891,0.022043,0.017053,0.013107,0.010137,0.007965,0.006398,0.005269,0.004449,0.003847,0.003395,0.003050,0.002780,0.002564,0.002386,0.002238,0.002111,0.002002,0.001905,0.001819,0.001742,0.001672,0.001608,0.001549,0.001495,0.001444,0.001397,0.001353,0.001312,0.001273,0.001236,0.001202,0.001169,0.001139,0.001109,0.001082,0.001055,0.001030,0.001006,0.000983,0.000961,0.000940,0.000920,0.000901,0.000883,0.000865,0.000848,0.000831,0.000815,0.000800,0.000785,0.000771,0.000757,0.000743,0.000729,0.000715,0.000701,0.000686,0.000670,0.000652,0.000632,0.000609,0.000581,0.000545,0.000500,0.000442,0.000366,0.000268,0.000142,-0.000018,-0.000214,-0.000446,-0.000703,-0.000967,-0.001209,-0.001396,-0.001502,-0.001512,-0.001435,-0.001291,-0.001110,-0.000919,-0.000738,-0.000578,-0.000444,-0.000337,-0.000253,-0.000188,-0.000139,-0.000102,-0.000075,-0.000055,-0.000040,-0.000029,-0.000021,-0.000015,-0.000011,-0.000008,-0.000006,-0.000004,-0.000003,-0.000002,-0.000002,-0.000001,-0.000001,-0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
0.014830,0.014305,0.012932,0.011162,0.009406,0.007890,0.006675,0.005731,0.005004,0.004439,0.003992,0.003631,0.003333,0.003084,0.002871,0.002687,0.002526,0.002384,0.002258,0.002145,0.002043,0.001950,0.001866,0.001789,0.001718,0.001652,0.001592,0.001535,0.001483,0.001434,0.001388,0.001345,0.001305,0.001267,0.001231,0.001197,0.001165,0.001134,0.001105,0.001078,0.001052,0.001027,0.001003,0.000981,0.000959,0.000938,0.000918,0.000899,0.000881,0.000863,0.000846,0.000830,0.000814,0.000799,0.000785,0.000770,0.000757,0.000743,0.000730,0.000717,0.000704,0.000691,0.000678,0.000664,0.000650,0.000633,0.000615,0.000593,0.000567,0.000535,0.000493,0.000440,0.000370,0.000280,0.000163,0.000015,-0.000169,-0.000387,-0.000634,-0.000891,-0.001133,-0.001328,-0.001448,-0.001477,-0.001417,-0.001288,-0.001117,-0.000931,-0.000752,-0.000592,-0.000457,-0.000348,-0.000261,-0.000195,-0.000144,-0.000106,-0.000078,-0.000057,-0.000042,-0.000030,-0.000022,-0.000016,-0.000012,-0.000008,-0.000006,-0.000004,-0.000003,-0.000002,-0.000002,-0.000001,-0.000001,-0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
-0.025268,-0.023986,-0.020554,-0.015967,-0.011276,-0.007189,-0.003989,-0.001661,-0.000060,0.000991,0.001650,0.002039,0.002248,0.002341,0.002359,0.002331,0.002276,0.002207,0.002130,0.002052,0.001973,0.001898,0.001825,0.001757,0.001692,0.001631,0.001574,0.001521,0.001470,0.001423,0.001379,0.001337,0.001297,0.001260,0.001225,0.001191,0.001160,0.001130,0.001101,0.001074,0.001048,0.001024,0.001000,0.000978,0.000956,0.000936,0.000916,0.000897,0.000879,0.000861,0.000845,0.000828,0.000813,0.000798,0.000783,0.000769,0.000756,0.000743,0.000730,0.000717,0.000705,0.000693,0.000681,0.000669,0.000657,0.000644,0.000630,0.000615,0.000598,0.000578,0.000554,0.000524,0.000485,0.000436,0.000371,0.000287,0.000178,0.000039,-0.000134,-0.000341,-0.000577,-0.000828,-0.001068,-0.001267,-0.001397,-0.001440,-0.001395,-0.001279,-0.001117,-0.000937,-0.000761,-0.000602,-0.000466,-0.000355,-0.000267,-0.000200,-0.000148,-0.000109,-0.000080,-0.000059,-0.000043,-0.000031,-0.000023,-0.000017,-0.000012,-0.000009,-0.000006,-0.000005,-0.000003,-0.000002,-0.000002,-0.000001,-0.000001,-0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
-0.039351,-0.038398,-0.035598,-0.031192,-0.025687,-0.019813,-0.014296,-0.009622,-0.005963,-0.003267,-0.001366,-0.000074,0.000777,0.001318,0.001648,0.001835,0.001928,0.001961,0.001954,0.001924,0.001880,0.001828,0.001773,0.001716,0.001660,0.001605,0.001553,0.001503,0.001455,0.001410,0.001367,0.001327,0.001288,0.001252,0.001218,0.001185,0.001154,0.001124,0.001096,0.001070,0.001044,0.001020,0.000997,0.000974,0.000953,0.000933,0.000913,0.000895,0.000877,0.000859,0.000843,0.000827,0.000811,0.000796,0.000782,0.000768,0.000755,0.000742,0.000729,0.000717,0.000705,0.000693,0.000682,0.000671,0.000660,0.000648,0.000637,0.000625,0.000612,0.000598,0.000582,0.000563,0.000541,0.000513,0.000478,0.000432,0.000372,0.000294,0.000192,0.000063,-0.000100,-0.000296,-0.000522,-0.000765,-0.001002,-0.001205,-0.001346,-0.001403,-0.001373,-0.001270,-0.001119,-0.000945,-0.000771,-0.000613,-0.000476,-0.000364,-0.000275,-0.000205,-0.000152,-0.000113,-0.000083,-0.000061,-0.000044,-0.000032,-0.000024,-0.000017,-0.000013,-0.000009,-0.000007,-0.000005,-0.000003,-0.000003,-0.000002,-0.000001,-0.000001,-0.000001,-0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
-0.031728,-0.031568,-0.031006,-0.029827,-0.027787,-0.024762,-0.020890,-0.016574,-0.012331,-0.008578,-0.005527,-0.003200,-0.001508,-0.000323,0.000482,0.001011,0.001347,0.001550,0.001663,0.001716,0.001730,0.001719,0.001692,0.001655,0.001613,0.001569,0.001524,0.001480,0.001436,0.001394,0.001354,0.001315,0.001278,0.001243,0.001209,0.001178,0.001147,0.001118,0.001091,0.001065,0.001040,0.001016,0.000993,0.000971,0.000950,0.000930,0.000910,0.000892,0.000874,0.000857,0.000841,0.000825,0.000809,0.000795,0.000780,0.000767,0.000753,0.000741,0.000728,0.000716,0.000704,0.000693,0.000682,0.000671,0.000660,0.000650,0.000639,0.000629,0.000618,0.000607,0.000595,0.000582,0.000567,0.000550,0.000529,0.000503,0.000470,0.000428,0.000373,0.000301,0.000207,0.000086,-0.000066,-0.000252,-0.000467,-0.000702,-0.000936,-0.001143,-0.001293,-0.001364,-0.001350,-0.001262,-0.001121,-0.000954,-0.000784,-0.000625,-0.000488,-0.000374,-0.000283,-0.000212,-0.000158,-0.000117,-0.000086,-0.000063,-0.000046,-0.000034,-0.000025,-0.000018,-0.000013,-0.000009,-0.000007,-0.000005,-0.000004,-0.000003,-0.000002,-0.000001,-0.000001,-0.000001,-0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
-0.019740,-0.019881,-0.020263,-0.020753,-0.021129,-0.021103,-0.020387,-0.018796,-0.016367,-0.013376,-0.010231,-0.007309,-0.004837,-0.002889,-0.001432,-0.000386,0.000340,0.000831,0.001151,0.001351,0.001469,0.001531,0.001556,0.001556,0.001539,0.001513,0.001481,0.001446,0.001409,0.001372,0.001336,0.001300,0.001265,0.001232,0.001200,0.001169,0.001140,0.001112,0.001085,0.001059,0.001034,0.001011,0.000988,0.000967,0.000946,0.000926,0.000907,0.000889,0.000871,0.000854,0.000838,0.000822,0.000807,0.000793,0.000779,0.000765,0.000752,0.000739,0.000727,0.000715,0.000703,0.000692,0.000681,0.000670,0.000660,0.000650,0.000640,0.000630,0.000620,0.000610,0.000600,0.000590,0.000579,0.000567,0.000553,0.000537,0.000517,0.000493,0.000463,0.000424,0.000372,0.000305,0.000218,0.000105,-0.000038,-0.000213,-0.000418,-0.000645,-0.000875,-0.001084,-0.001241,-0.001325,-0.001326,-0.001251,-0.001121,-0.000961,-0.000794,-0.000636,-0.000498,-0.000383,-0.000291,-0.000218,-0.000162,-0.000120,-0.000089,-0.000065,-0.000048,-0.000035,-0.000025,-0.000019,-0.000013,-0.000010,-0.000007,-0.000005,-0.000004,-0.000003,-0.000002,-0.000001,-0.000001,-0.000001,-0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
-0.010792,-0.010948,-0.011406,-0.012134,-0.013067,-0.014085,-0.015003,-0.015580,-0.015559,-0.014763,-0.013186,-0.011028,-0.008617,-0.006280,-0.004239,-0.002587,-0.001324,-0.000399,0.000256,0.000707,0.001007,0.001200,0.001318,0.001384,0.001414,0.001421,0.001413,0.001394,0.001370,0.001341,0.001311,0.001280,0.001249,0.001218,0.001188,0.001159,0.001131,0.001103,0.001078,0.001053,0.001029,0.001006,0.000984,0.000962,0.000942,0.000923,0.000904,0.000886,0.000868,0.000852,0.000836,0.000820,0.000805,0.000791,0.000777,0.000763,0.000750,0.000737,0.000725,0.000713,0.000702,0.000691,0.000680,0.000670,0.000659,0.000649,0.000640,0.000630,0.000621,0.000612,0.000602,0.000593,0.000584,0.000574,0.000563,0.000552,0.000539,0.000524,0.000506,0.000483,0.000455,0.000418,0.000370,0.000308,0.000226,0.000120,-0.000015,-0.000181,-0.000377,-0.000597,-0.000822,-0.001031,-0.001193,-0.001287,-0.001300,-0.001237,-0.001116,-0.000963,-0.000800,-0.000644,-0.000506,-0.000390,-0.000297,-0.000223,-0.000166,-0.000123,-0.000091,-0.000067,-0.000049,-0.000036,-0.000026,-0.000019,-0.000014,-0.000010,-0.000007,-0.000005,-0.000004,-0.000003,-0.000002,-0.000001,-0.000001,-0.000001,-0.000001,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
