-0.000633,-0.004930,-0.009399,-0.012970,-0.015353,-0.016519,-0.016666,-0.016090,-0.015076,-0.013847,-0.012557,-0.011298,-0.010123,-0.009056,-0.008102,-0.007259,-0.006518,-0.005870,-0.005302,-0.004806,-0.004370,-0.003988,-0.003651,-0.003354,-0.003090,-0.002856,-0.002646,-0.002459,-0.002291,-0.002139,-0.002002,-0.001877,-0.001764,-0.001661,-0.001566,-0.001480,-0.001400,-0.001327,-0.001259,-0.001197,-0.001139,-0.001085,-0.001035,-0.000988,-0.000944,-0.000904,-0.000865,-0.000830,-0.000796,-0.000764,-0.000735,-0.000707,-0.000680,-0.000655,-0.000632,-0.000609,-0.000588,-0.000568,-0.000548,-0.000530,-0.000512,-0.000495,-0.000478,-0.000462,-0.000446,-0.000430,-0.000413,-0.000395,-0.000375,-0.000353,-0.000328,-0.000296,-0.000257,-0.000208,-0.000144,-0.000061,0.000045,0.000179,0.000346,0.000545,0.000771,0.001007,0.001232,0.001413,0.001524,0.001547,0.001483,0.001350,0.001173,0.000980,0.000793,0.000626,0.000484,0.000368,0.000277,0.000207,0.000153,0.000113,0.000083,0.000061,0.000044,0.000032,0.000024,0.000017,0.000012,0.000009,0.000007,0.000005,0.000003,0.000003,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000002,-0.000075,-0.000651,-0.001997,-0.004009,-0.006266,-0.008279,-0.009719,-0.010496,-0.010692,-0.010462,-0.009957,-0.009302,-0.008585,-0.007863,-0.007170,-0.006524,-0.005935,-0.005402,-0.004924,-0.004498,-0.004118,-0.003780,-0.003479,-0.003210,-0.002970,-0.002755,-0.002562,-0.002388,-0.002231,-0.002089,-0.001960,-0.001842,-0.001735,-0.001636,-0.001546,-0.001463,-0.001387,-0.001317,-0.001251,-0.001191,-0.001135,-0.001082,-0.001034,-0.000988,-0.000946,-0.000906,-0.000868,-0.000833,-0.000800,-0.000769,-0.000740,-0.000712,-0.000686,-0.000661,-0.000638,-0.000616,-0.000595,-0.000575,-0.000555,-0.000537,-0.000520,-0.000503,-0.000487,-0.000471,-0.000456,-0.000440,-0.000425,-0.000409,-0.000392,-0.000373,-0.000353,-0.000328,-0.000299,-0.000263,-0.000217,-0.000157,-0.000080,0.000019,0.000145,0.000302,0.000491,0.000707,0.000937,0.001160,0.001347,0.001469,0.001507,0.001460,0.001340,0.001174,0.000988,0.000804,0.000637,0.000494,0.000377,0.000284,0.000213,0.000158,0.000116,0.000085,0.000063,0.000046,0.000033,0.000024,0.000018,0.000013,0.000009,0.000007,0.000005,0.000004,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000251,0.001935,0.003534,0.004477,0.004503,0.003518,0.001683,-0.000605,-0.002868,-0.004742,-0.006064,-0.006839,-0.007165,-0.007166,-0.006951,-0.006609,-0.006202,-0.005772,-0.005343,-0.004933,-0.004549,-0.004195,-0.003872,-0.003578,-0.003312,-0.003072,-0.002854,-0.002658,-0.002480,-0.002319,-0.002173,-0.002040,-0.001918,-0.001807,-0.001705,-0.001612,-0.001526,-0.001446,-0.001373,-0.001305,-0.001242,-0.001184,-0.001130,-0.001079,-0.001032,-0.000987,-0.000946,-0.000907,-0.000870,-0.000836,-0.000803,-0.000773,-0.000744,-0.000717,-0.000691,-0.000667,-0.000643,-0.000622,-0.000601,-0.000581,-0.000562,-0.000544,-0.000527,-0.000510,-0.000494,-0.000479,-0.000464,-0.000449,-0.000434,-0.000420,-0.000405,-0.000389,-0.000371,-0.000352,-0.000329,-0.000302,-0.000268,-0.000225,-0.000170,-0.000099,-0.000006,0.000111,0.000259,0.000438,0.000644,0.000868,0.001089,0.001280,0.001413,0.001467,0.001436,0.001331,0.001176,0.000997,0.000816,0.000650,0.000506,0.000388,0.000293,0.000219,0.000163,0.000120,0.000089,0.000065,0.000048,0.000035,0.000025,0.000018,0.000013,0.000010,0.000007,0.000005,0.000004,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000230,0.001808,0.003544,0.005101,0.006322,0.007001,0.006937,0.006027,0.004361,0.002233,0.000032,-0.001908,-0.003406,-0.004425,-0.005024,-0.005295,-0.005334,-0.005218,-0.005009,-0.004747,-0.004464,-0.004176,-0.003895,-0.003629,-0.003379,-0.003148,-0.002935,-0.002741,-0.002562,-0.002400,-0.002251,-0.002115,-0.001990,-0.001876,-0.001771,-0.001675,-0.001586,-0.001504,-0.001428,-0.001358,-0.001293,-0.001232,-0.001176,-0.001123,-0.001074,-0.001028,-0.000985,-0.000945,-0.000907,-0.000871,-0.000837,-0.000805,-0.000775,-0.000747,-0.000720,-0.000695,-0.000671,-0.000648,-0.000626,-0.000606,-0.000586,-0.000567,-0.000549,-0.000532,-0.000516,-0.000500,-0.000485,-0.000471,-0.000456,-0.000442,-0.000428,-0.000415,-0.000400,-0.000385,-0.000369,-0.000350,-0.000329,-0.000303,-0.000272,-0.000232,-0.000180,-0.000114,-0.000028,0.000083,0.000221,0.000391,0.000588,0.000805,0.001023,0.001217,0.001359,0.001426,0.001410,0.001320,0.001175,0.001003,0.000826,0.000661,0.000517,0.000397,0.000301,0.000226,0.000168,0.000124,0.000091,0.000067,0.000049,0.000036,0.000026,0.000019,0.000014,0.000010,0.000007,0.000005,0.000004,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000147,0.001165,0.002352,0.003569,0.004791,0.005944,0.006895,0.007456,0.007434,0.006706,0.005309,0.003459,0.001473,-0.000353,-0.001836,-0.002918,-0.003627,-0.004030,-0.004207,-0.004224,-0.004136,-0.003984,-0.003797,-0.003593,-0.003385,-0.003181,-0.002985,-0.002800,-0.002628,-0.002468,-0.002319,-0.002183,-0.002057,-0.001941,-0.001834,-0.001735,-0.001644,-0.001560,-0.001482,-0.001409,-0.001342,-0.001279,-0.001221,-0.001166,-0.001116,-0.001068,-0.001023,-0.000981,-0.000942,-0.000905,-0.000870,-0.000837,-0.000806,-0.000777,-0.000749,-0.000723,-0.000698,-0.000674,-0.000652,-0.000630,-0.000610,-0.000590,-0.000572,-0.000554,-0.000537,-0.000521,-0.000506,-0.000491,-0.000476,-0.000462,-0.000449,-0.000436,-0.000422,-0.000409,-0.000395,-0.000381,-0.000365,-0.000348,-0.000328,-0.000304,-0.000274,-0.000236,-0.000188,-0.000126,-0.000045,0.000059,0.000190,0.000351,0.000540,0.000750,0.000965,0.001160,0.001308,0.001386,0.001383,0.001304,0.001170,0.001005,0.000832,0.000669,0.000525,0.000404,0.000307,0.000230,0.000172,0.000127,0.000094,0.000069,0.000050,0.000037,0.000027,0.000020,0.000014,0.000010,0.000008,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000081,0.000646,0.001324,0.002062,0.002882,0.003788,0.004757,0.005722,0.006562,0.007107,0.007174,0.006636,0.005497,0.003921,0.002173,0.000513,-0.000885,-0.001948,-0.002686,-0.003149,-0.003398,-0.003493,-0.003482,-0.003402,-0.003280,-0.003134,-0.002978,-0.002820,-0.002664,-0.002514,-0.002373,-0.002239,-0.002115,-0.001999,-0.001891,-0.001791,-0.001698,-0.001612,-0.001532,-0.001458,-0.001389,-0.001325,-0.001265,-0.001208,-0.001156,-0.001107,-0.001061,-0.001017,-0.000977,-0.000939,-0.000902,-0.000868,-0.000836,-0.000806,-0.000777,-0.000750,-0.000724,-0.000700,-0.000676,-0.000654,-0.000633,-0.000613,-0.000594,-0.000575,-0.000558,-0.000541,-0.000525,-0.000510,-0.000495,-0.000481,-0.000467,-0.000454,-0.000441,-0.000429,-0.000416,-0.000403,-0.000390,-0.000377,-0.000362,-0.000345,-0.000326,-0.000303,-0.000275,-0.000240,-0.000194,-0.000135,-0.000059,0.000040,0.000164,0.000318,0.000500,0.000704,0.000914,0.001109,0.001261,0.001347,0.001354,0.001287,0.001162,0.001003,0.000834,0.000673,0.000530,0.000409,0.000311,0.000234,0.000175,0.000129,0.000095,0.000070,0.000051,0.000038,0.000027,0.000020,0.000015,0.000011,0.000008,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000042,0.000334,0.000689,0.001088,0.001552,0.002102,0.002753,0.003508,0.004347,0.005211,0.005995,0.006543,0.006687,0.006302,0.005375,0.004033,0.002499,0.001004,-0.000288,-0.001302,-0.002032,-0.002515,-0.002801,-0.002942,-0.002980,-0.002948,-0.002871,-0.002767,-0.002649,-0.002524,-0.002399,-0.002276,-0.002158,-0.002046,-0.001940,-0.001841,-0.001748,-0.001661,-0.001580,-0.001504,-0.001434,-0.001368,-0.001306,-0.001249,-0.001195,-0.001144,-0.001097,-0.001053,-0.001011,-0.000971,-0.000934,-0.000899,-0.000866,-0.000834,-0.000805,-0.000777,-0.000750,-0.000725,-0.000700,-0.000678,-0.000656,-0.000635,-0.000615,-0.000596,-0.000578,-0.000561,-0.000545,-0.000529,-0.000514,-0.000499,-0.000485,-0.000472,-0.000459,-0.000446,-0.000434,-0.000422,-0.000410,-0.000397,-0.000385,-0.000372,-0.000358,-0.000342,-0.000324,-0.000302,-0.000275,-0.000242,-0.000198,-0.000142,-0.000070,0.000024,0.000143,0.000290,0.000466,0.000663,0.000869,0.001063,0.001218,0.001310,0.001326,0.001268,0.001151,0.000998,0.000834,0.000675,0.000532,0.000412,0.000314,0.000236,0.000177,0.000131,0.000097,0.000071,0.000052,0.000038,0.000028,0.000020,0.000015,0.000011,0.000008,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000021,0.000166,0.000345,0.000548,0.000790,0.001087,0.001455,0.001911,0.002470,0.003134,0.003888,0.004682,0.005422,0.005969,0.006168,0.005898,0.005136,0.003983,0.002631,0.001284,0.000096,-0.000856,-0.001561,-0.002045,-0.002349,-0.002516,-0.002585,-0.002586,-0.002541,-0.002468,-0.002378,-0.002279,-0.002177,-0.002076,-0.001976,-0.001881,-0.001790,-0.001704,-0.001623,-0.001547,-0.001476,-0.001409,-0.001347,-0.001288,-0.001233,-0.001181,-0.001132,-0.001087,-0.001044,-0.001003,-0.000965,-0.000929,-0.000895,-0.000862,-0.000832,-0.000803,-0.000775,-0.000749,-0.000724,-0.000701,-0.000678,-0.000657,-0.000636,-0.000617,-0.000598,-0.000581,-0.000564,-0.000547,-0.000532,-0.000517,-0.000502,-0.000489,-0.000475,-0.000462,-0.000450,-0.000438,-0.000426,-0.000415,-0.000403,-0.000391,-0.000380,-0.000367,-0.000354,-0.000338,-0.000321,-0.000300,-0.000275,-0.000243,-0.000202,-0.000148,-0.000079,0.000011,0.000125,0.000266,0.000436,0.000627,0.000829,0.001021,0.001178,0.001274,0.001298,0.001247,0.001138,0.000991,0.000831,0.000674,0.000533,0.000414,0.000316,0.000238,0.000178,0.000132,0.000098,0.000072,0.000053,0.000039,0.000028,0.000021,0.000015,0.000011,0.000008,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000010,0.000081,0.000168,0.000268,0.000389,0.000540,0.000731,0.000977,0.001291,0.001690,0.002186,0.002784,0.003473,0.004209,0.004908,0.005447,0.005681,0.005496,0.004862,0.003862,0.002660,0.001443,0.000351,-0.000541,-0.001214,-0.001688,-0.001997,-0.002180,-0.002269,-0.002292,-0.002271,-0.002220,-0.002152,-0.002073,-0.001989,-0.001904,-0.001820,-0.001738,-0.001660,-0.001585,-0.001514,-0.001447,-0.001384,-0.001325,-0.001269,-0.001216,-0.001166,-0.001120,-0.001076,-0.001034,-0.000995,-0.000958,-0.000923,-0.000890,-0.000858,-0.000828,-0.000800,-0.000773,-0.000748,-0.000723,-0.000700,-0.000678,-0.000657,-0.000637,-0.000618,-0.000600,-0.000582,-0.000565,-0.000549,-0.000534,-0.000519,-0.000505,-0.000491,-0.000478,-0.000466,-0.000453,-0.000442,-0.000430,-0.000419,-0.000408,-0.000397,-0.000386,-0.000374,-0.000362,-0.000349,-0.000335,-0.000318,-0.000298,-0.000274,-0.000243,-0.000204,-0.000153,-0.000086,-0.000000,0.000109,0.000245,0.000409,0.000596,0.000793,0.000983,0.001140,0.001241,0.001270,0.001227,0.001124,0.000983,0.000826,0.000672,0.000533,0.000414,0.000317,0.000239,0.000179,0.000133,0.000098,0.000072,0.000053,0.000039,0.000028,0.000021,0.000015,0.000011,0.000008,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000005,0.000038,0.000080,0.000128,0.000186,0.000260,0.000356,0.000480,0.000643,0.000857,0.001135,0.001491,0.001939,0.002485,0.003119,0.003803,0.004465,0.004989,0.005244,0.005122,0.004588,0.003710,0.002634,0.001527,0.000521,-0.000312,-0.000952,-0.001411,-0.001719,-0.001909,-0.002012,-0.002051,-0.002046,-0.002013,-0.001961,-0.001898,-0.001829,-0.001757,-0.001685,-0.001614,-0.001546,-0.001480,-0.001418,-0.001359,-0.001302,-0.001249,-0.001199,-0.001151,-0.001106,-0.001064,-0.001024,-0.000986,-0.000950,-0.000916,-0.000884,-0.000854,-0.000825,-0.000797,-0.000771,-0.000746,-0.000722,-0.000699,-0.000678,-0.000657,-0.000637,-0.000619,-0.000601,-0.000583,-0.000567,-0.000551,-0.000536,-0.000521,-0.000507,-0.000494,-0.000481,-0.000468,-0.000456,-0.000445,-0.000433,-0.000422,-0.000412,-0.000401,-0.000390,-0.000380,-0.000369,-0.000357,-0.000345,-0.000331,-0.000315,-0.000296,-0.000273,-0.000243,-0.000205,-0.000156,-0.000093,-0.000010,0.000096,0.000227,0.000386,0.000567,0.000761,0.000948,0.001106,0.001209,0.001243,0.001206,0.001109,0.000974,0.000821,0.000670,0.000532,0.000414,0.000317,0.000239,0.000179,0.000133,0.000099,0.000073,0.000053,0.000039,0.000029,0.000021,0.000015,0.000011,0.000008,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000002,0.000017,0.000036,0.000059,0.000086,0.000121,0.000167,0.000228,0.000309,0.000418,0.000561,0.000752,0.001001,0.001324,0.001733,0.002234,0.002821,0.003460,0.004085,0.004592,0.004859,0.004782,0.004327,0.003549,0.002578,0.001567,0.000636,-0.000144,-0.000750,-0.001192,-0.001495,-0.001689,-0.001799,-0.001849,-0.001857,-0.001837,-0.001798,-0.001747,-0.001690,-0.001629,-0.001567,-0.001506,-0.001446,-0.001388,-0.001332,-0.001279,-0.001229,-0.001181,-0.001136,-0.001093,-0.001052,-0.001014,-0.000977,-0.000942,-0.000909,-0.000878,-0.000848,-0.000820,-0.000793,-0.000768,-0.000743,-0.000720,-0.000698,-0.000677,-0.000657,-0.000637,-0.000619,-0.000601,-0.000584,-0.000568,-0.000552,-0.000537,-0.000523,-0.000509,-0.000496,-0.000483,-0.000471,-0.000459,-0.000447,-0.000436,-0.000425,-0.000415,-0.000404,-0.000394,-0.000384,-0.000374,-0.000363,-0.000352,-0.000340,-0.000327,-0.000312,-0.000293,-0.000271,-0.000243,-0.000206,-0.000159,-0.000098,-0.000018,0.000084,0.000211,0.000365,0.000541,0.000731,0.000916,0.001073,0.001179,0.001217,0.001186,0.001094,0.000963,0.000815,0.000666,0.000530,0.000413,0.000316,0.000239,0.000180,0.000134,0.000099,0.000073,0.000054,0.000039,0.000029,0.000021,0.000015,0.000011,0.000008,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.000001,0.000007,0.000015,0.000025,0.000037,0.000053,0.000075,0.000104,0.000143,0.000196,0.000267,0.000363,0.000492,0.000664,0.000891,0.001186,0.001562,0.002025,0.002570,0.003168,0.003759,0.004248,0.004520,0.004477,0.004084,0.003389,0.002507,0.001577,0.000713,-0.000018,-0.000592,-0.001017,-0.001313,-0.001506,-0.001621,-0.001679,-0.001697,-0.001686,-0.001657,-0.001617,-0.001569,-0.001517,-0.001463,-0.001410,-0.001357,-0.001305,-0.001256,-0.001208,-0.001163,-0.001120,-0.001079,-0.001040,-0.001003,-0.000967,-0.000934,-0.000902,-0.000872,-0.000843,-0.000815,-0.000789,-0.000764,-0.000740,-0.000718,-0.000696,-0.000675,-0.000656,-0.000637,-0.000618,-0.000601,-0.000584,-0.000568,-0.000553,-0.000538,-0.000524,-0.000510,-0.000497,-0.000485,-0.000472,-0.000461,-0.000449,-0.000438,-0.000428,-0.000417,-0.000407,-0.000398,-0.000388,-0.000378,-0.000368,-0.000358,-0.000347,-0.000336,-0.000323,-0.000308,-0.000291,-0.000269,-0.000242,-0.000207,-0.000161,-0.000102,-0.000025,0.000073,0.000196,0.000345,0.000518,0.000703,0.000886,0.001042,0.001150,0.001192,0.001165,0.001079,0.000953,0.000808,0.000662,0.000527,0.000411,0.000316,0.000239,0.000179,0.000134,0.000099,0.000073,0.000054,0.000039,0.000029,0.000021,0.000015,0.000011,0.000008,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000
0.000000,0.000002,0.000005,0.000009,0.000014,0.000021,0.000030,0.000043,0.000062,0.000087,0.000121,0.000168,0.000232,0.000319,0.000436,0.000592,0.000800,0.001072,0.001419,0.001849,0.002357,0.002919,0.003479,0.003948,0.004221,0.004205,0.003862,0.003235,0.002428,0.001569,0.000764,0.000078,-0.000467,-0.000874,-0.001161,-0.001353,-0.001470,-0.001534,-0.001559,-0.001556,-0.001535,-0.001503,-0.001462,-0.001418,-0.001371,-0.001324,-0.001277,-0.001232,-0.001187,-0.001145,-0.001104,-0.001064,-0.001027,-0.000991,-0.000957,-0.000925,-0.000894,-0.000865,-0.000837,-0.000810,-0.000785,-0.000760,-0.000737,-0.000715,-0.000694,-0.000674,-0.000654,-0.000636,-0.000618,-0.000601,-0.000584,-0.000568,-0.000553,-0.000539,-0.000525,-0.000511,-0.000498,-0.000486,-0.000474,-0.000462,-0.000451,-0.000440,-0.000430,-0.000420,-0.000410,-0.000400,-0.000391,-0.000381,-0.000372,-0.000363,-0.000353,-0.000343,-0.000332,-0.000319,-0.000305,-0.000288,-0.000267,-0.000241,-0.000207,-0.000163,-0.000106,-0.000032,0.000063,0.000183,0.000328,0.000496,0.000678,0.000858,0.001014,0.001123,0.001168,0.001145,0.001064,0.000942,0.000800,0.000657,0.000524,0.000410,0.000315,0.000239,0.000179,0.000133,0.000099,0.000073,0.000054,0.000039,0.000029,0.000021,0.000015,0.000011,0.000008,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001
-0.000000,0.000000,0.000001,0.000002,0.000003,0.000006,0.000009,0.000015,0.000023,0.000034,0.000050,0.000072,0.000103,0.000145,0.000203,0.000282,0.000389,0.000533,0.000725,0.000976,0.001298,0.001699,0.002175,0.002704,0.003235,0.003686,0.003957,0.003960,0.003659,0.003089,0.002347,0.001550,0.000797,0.000151,-0.000367,-0.000756,-0.001035,-0.001223,-0.001342,-0.001409,-0.001439,-0.001443,-0.001428,-0.001402,-0.001369,-0.001330,-0.001290,-0.001248,-0.001206,-0.001165,-0.001125,-0.001087,-0.001050,-0.001014,-0.000980,-0.000947,-0.000916,-0.000886,-0.000858,-0.000831,-0.000805,-0.000780,-0.000756,-0.000734,-0.000712,-0.000691,-0.000671,-0.000652,-0.000634,-0.000617,-0.000600,-0.000584,-0.000568,-0.000553,-0.000539,-0.000525,-0.000512,-0.000499,-0.000487,-0.000475,-0.000464,-0.000453,-0.000442,-0.000432,-0.000422,-0.000412,-0.000402,-0.000393,-0.000384,-0.000375,-0.000366,-0.000357,-0.000348,-0.000338,-0.000327,-0.000315,-0.000302,-0.000285,-0.000265,-0.000240,-0.000207,-0.000165,-0.000109,-0.000037,0.000055,0.000171,0.000312,0.000476,0.000655,0.000832,0.000986,0.001096,0.001144,0.001126,0.001049,0.000931,0.000792,0.000651,0.000521,0.000407,0.000313,0.000238,0.000179,0.000133,0.000099,0.000073,0.000054,0.000039,0.000029,0.000021,0.000015,0.000011,0.000008,0.000006,0.000004,0.000003,0.000002,0.000002,0.000002,0.000001
-0.000000,-0.000001,-0.000001,-0.000001,-0.000001,-0.000001,-0.000000,0.000002,0.000005,0.000010,0.000017,0.000027,0.000041,0.000061,0.000089,0.000127,0.000180,0.000253,0.000351,0.000484,0.000662,0.000895,0.001196,0.001571,0.002019,0.002518,0.003022,0.003455,0.003722,0.003740,0.003474,0.002953,0.002267,0.001524,0.000817,0.000207,-0.000285,-0.000658,-0.000928,-0.001112,-0.001231,-0.001301,-0.001334,-0.001343,-0.001334,-0.001313,-0.001285,-0.001252,-0.001216,-0.001179,-0.001142,-0.001105,-0.001069,-0.001034,-0.001000,-0.000968,-0.000936,-0.000906,-0.000878,-0.000850,-0.000824,-0.000799,-0.000775,-0.000752,-0.000730,-0.000709,-0.000688,-0.000669,-0.000650,-0.000633,-0.000615,-0.000599,-0.000583,-0.000568,-0.000553,-0.000539,-0.000526,-0.000513,-0.000500,-0.000488,-0.000476,-0.000465,-0.000454,-0.000443,-0.000433,-0.000423,-0.000414,-0.000404,-0.000395,-0.000386,-0.000378,-0.000369,-0.000360,-0.000352,-0.000343,-0.000333,-0.000323,-0.000311,-0.000298,-0.000282,-0.000263,-0.000238,-0.000207,-0.000166,-0.000112,-0.000042,0.000047,0.000160,0.000298,0.000458,0.000633,0.000807,0.000961,0.001071,0.001122,0.001107,0.001034,0.000919,0.000784,0.000646,0.000517,0.000405,0.000312,0.000237,0.000178,0.000133,0.000098,0.000073,0.000054,0.000039,0.000029,0.000021,0.000015,0.000011,0.000008,0.000006,0.000005,0.000004,0.000003,0.000003
-0.000000,-0.000001,-0.000002,-0.000003,-0.000003,-0.000004,-0.000004,-0.000004,-0.000003,-0.000001,0.000001,0.000006,0.000012,0.000021,0.000034,0.000052,0.000077,0.000113,0.000161,0.000228,0.000319,0.000443,0.000608,0.000826,0.001108,0.001460,0.001882,0.002355,0.002835,0.003250,0.003512,0.003542,0.003304,0.002826,0.002188,0.001493,0.000828,0.000250,-0.000218,-0.000576,-0.000836,-0.001017,-0.001135,-0.001206,-0.001243,-0.001255,-0.001250,-0.001234,-0.001211,-0.001182,-0.001150,-0.001118,-0.001084,-0.001051,-0.001018,-0.000986,-0.000955,-0.000925,-0.000897,-0.000869,-0.000843,-0.000817,-0.000793,-0.000769,-0.000747,-0.000726,-0.000705,-0.000685,-0.000666,-0.000648,-0.000631,-0.000614,-0.000598,-0.000582,-0.000567,-0.000553,-0.000539,-0.000526,-0.000513,-0.000500,-0.000488,-0.000477,-0.000466,-0.000455,-0.000445,-0.000434,-0.000425,-0.000415,-0.000406,-0.000397,-0.000388,-0.000380,-0.000371,-0.000363,-0.000355,-0.000346,-0.000338,-0.000329,-0.000319,-0.000307,-0.000295,-0.000279,-0.000260,-0.000237,-0.000206,-0.000166,-0.000114,-0.000047,0.000040,0.000150,0.000284,0.000441,0.000612,0.000784,0.000936,0.001047,0.001100,0.001088,0.001019,0.000908,0.000776,0.000640,0.000513,0.000402,0.000310,0.000236,0.000177,0.000132,0.000098,0.000073,0.000053,0.000039,0.000029,0.000021,0.000016,0.000012,0.000009,0.000007,0.000006,0.000005
-0.000000,-0.000001,-0.000002,-0.000003,-0.000004,-0.000004,-0.000005,-0.000005,-0.000006,-0.000006,-0.000005,-0.000003,-0.000001,0.000003,0.000008,0.000016,0.000028,0.000045,0.000068,0.000101,0.000146,0.000208,0.000292,0.000408,0.000562,0.000767,0.001032,0.001364,0.001763,0.002211,0.002669,0.003067,0.003324,0.003363,0.003150,0.002708,0.002112,0.001459,0.000832,0.000283,-0.000163,-0.000506,-0.000758,-0.000934,-0.001050,-0.001122,-0.001161,-0.001177,-0.001176,-0.001163,-0.001144,-0.001119,-0.001091,-0.001062,-0.001031,-0.001001,-0.000971,-0.000942,-0.000914,-0.000887,-0.000860,-0.000835,-0.000810,-0.000786,-0.000764,-0.000742,-0.000721,-0.000701,-0.000682,-0.000663,-0.000646,-0.000628,-0.000612,-0.000596,-0.000581,-0.000566,-0.000552,-0.000538,-0.000525,-0.000513,-0.000500,-0.000489,-0.000477,-0.000466,-0.000456,-0.000445,-0.000435,-0.000426,-0.000416,-0.000407,-0.000399,-0.000390,-0.000382,-0.000373,-0.000365,-0.000357,-0.000349,-0.000341,-0.000333,-0.000324,-0.000314,-0.000304,-0.000291,-0.000276,-0.000258,-0.000235,-0.000205,-0.000167,-0.000116,-0.000051,0.000034,0.000141,0.000272,0.000425,0.000593,0.000762,0.000913,0.001025,0.001079,0.001070,0.001004,0.000897,0.000768,0.000634,0.000509,0.000400,0.000308,0.000234,0.000176,0.000132,0.000098,0.000072,0.000054,0.000040,0.000029,0.000022,0.000017,0.000013,0.000010,0.000009
-0.000000,-0.000001,-0.000002,-0.000003,-0.000004,-0.000004,-0.000005,-0.000006,-0.000006,-0.000007,-0.000007,-0.000007,-0.000006,-0.000005,-0.000003,0.000000,0.000005,0.000013,0.000024,0.000039,0.000060,0.000091,0.000132,0.000190,0.000270,0.000377,0.000523,0.000715,0.000965,0.001279,0.001657,0.002084,0.002520,0.002904,0.003155,0.003201,0.003008,0.002597,0.002040,0.001424,0.000830,0.000309,-0.000117,-0.000447,-0.000690,-0.000861,-0.000976,-0.001048,-0.001089,-0.001107,-0.001109,-0.001100,-0.001083,-0.001061,-0.001037,-0.001011,-0.000983,-0.000956,-0.000929,-0.000902,-0.000876,-0.000851,-0.000826,-0.000803,-0.000780,-0.000758,-0.000737,-0.000716,-0.000697,-0.000678,-0.000660,-0.000643,-0.000626,-0.000610,-0.000594,-0.000579,-0.000565,-0.000551,-0.000538,-0.000525,-0.000512,-0.000500,-0.000489,-0.000478,-0.000467,-0.000456,-0.000446,-0.000436,-0.000427,-0.000417,-0.000409,-0.000400,-0.000391,-0.000383,-0.000375,-0.000367,-0.000359,-0.000352,-0.000344,-0.000336,-0.000328,-0.000320,-0.000310,-0.000300,-0.000288,-0.000273,-0.000256,-0.000233,-0.000204,-0.000167,-0.000118,-0.000054,0.000029,0.000133,0.000260,0.000410,0.000575,0.000742,0.000891,0.001003,0.001058,0.001052,0.000989,0.000885,0.000759,0.000628,0.000505,0.000397,0.000306,0.000233,0.000176,0.000131,0.000098,0.000073,0.000054,0.000041,0.000031,0.000024,0.000020,0.000017
